"label.csv_policies.customer","label.csv_policies.state","fact.csv_policies.customer_lifetime_value","label.csv_policies.coverage","label.csv_policies.education","effective_to_date","label.csv_policies.employmentstatus","label.csv_policies.gender","fact.csv_policies.income","label.csv_policies.marital_status","fact.csv_policies.monthly_premium_auto","label.csv_policies.policy_type","label.csv_policies.renew_offer_type","label.csv_policies.sales_channel","fact.csv_policies.total_claim_amount","label.csv_policies.vehicle_class","label.csv_policies.vehicle_size"
"TM79451","California","5367.089817","Basic","College","08/06/2015","Employed","F","97742","Single","67","Personal Auto","Offer1","Agent","67.648392","Four-Door Car","Small"
"PA84292","Oregon","2452.360892","Basic","Bachelor","08/24/2015","Unemployed","F","0","Single","69","Personal Auto","Offer1","Agent","496.8","Four-Door Car","Medsize"
"QX67584","Nevada","8646.504109","Basic","High School or Below","08/02/2015","Employed","F","64125","Married","108","Personal Auto","Offer2","Branch","369.818708","SUV","Large"
"JK90180","Arizona","4340.086445","Basic","College","08/06/2015","Unemployed","M","0","Single","62","Personal Auto","Offer3","Branch","446.4","Four-Door Car","Medsize"
"BH35482","Washington","4930.949334","Basic","Doctor","08/20/2015","Employed","M","70412","Married","61","Corporate Auto","Offer3","Web","136.291083","Two-Door Car","Medsize"
"VU84949","Washington","5292.632491","Basic","Bachelor","08/20/2015","Unemployed","F","0","Married","70","Personal Auto","Offer1","Branch","336","Two-Door Car","Medsize"
"SF46129","California","8986.610653","Premium","High School or Below","08/26/2015","Employed","M","66267","Married","111","Personal Auto","Offer3","Web","1093.708851","Four-Door Car","Small"
"OH35544","Nevada","5619.967791","Extended","College","08/21/2015","Unemployed","F","0","Single","82","Corporate Auto","Offer3","Agent","863.935307","Four-Door Car","Medsize"
"ZF82387","Oregon","10340.45566","Extended","High School or Below","08/12/2015","Employed","M","40882","Divorced","89","Corporate Auto","Offer2","Branch","393.637436","Two-Door Car","Large"
"MD40054","Oregon","6369.262355","Extended","High School or Below","08/20/2015","Employed","M","34498","Single","83","Personal Auto","Offer2","Branch","398.4","Two-Door Car","Small"
"LE96510","Oregon","2767.5949","Basic","High School or Below","08/30/2015","Unemployed","F","0","Married","74","Personal Auto","Offer1","Call Center","355.2","Four-Door Car","Small"
"MC11907","California","4831.421687","Basic","High School or Below","09/20/2015","Medical Leave","F","23228","Married","64","Corporate Auto","Offer1","Agent","307.2","Four-Door Car","Medsize"
"DA57177","Oregon","4282.947971","Basic","College","09/26/2015","Employed","F","40864","Married","109","Personal Auto","Offer1","Agent","166.937747","SUV","Medsize"
"SU77646","Oregon","5718.276608","Basic","Master","08/11/2015","Employed","M","46133","Divorced","73","Personal Auto","Offer1","Branch","19.626306","Four-Door Car","Large"
"YZ19736","Arizona","2580.849899","Basic","College","09/09/2015","Employed","M","46900","Married","66","Personal Auto","Offer2","Web","316.8","Four-Door Car","Medsize"
"JZ69749","Washington","6481.382268","Extended","High School or Below","09/11/2015","Unemployed","F","0","Single","92","Personal Auto","Offer3","Agent","441.6","Four-Door Car","Medsize"
"BJ22117","Washington","5133.414764","Basic","Master","09/10/2015","Employed","M","53390","Married","64","Personal Auto","Offer3","Branch","278.999409","Four-Door Car","Medsize"
"UQ60825","California","9369.639891","Basic","College","08/25/2015","Employed","F","99185","Married","115","Corporate Auto","Offer2","Call Center","449.428182","SUV","Medsize"
"ZZ89380","Oregon","3196.578455","Extended","Bachelor","08/10/2015","Employed","F","62815","Married","80","Special Auto","Offer2","Call Center","47.061469","Two-Door Car","Large"
"LU87443","Oregon","4720.608872","Basic","College","09/28/2015","Employed","F","26277","Single","61","Personal Auto","Offer3","Branch","292.8","Four-Door Car","Medsize"
"DG33206","Washington","8861.900439","Premium","Doctor","08/16/2015","Employed","F","41854","Married","110","Personal Auto","Offer1","Agent","481.269644","Four-Door Car","Medsize"
"AB98823","Arizona","6032.737631","Extended","College","09/04/2015","Unemployed","M","0","Married","86","Personal Auto","Offer2","Web","412.8","Two-Door Car","Medsize"
"MS34991","Arizona","6832.36853","Extended","High School or Below","08/14/2015","Employed","M","66627","Married","85","Personal Auto","Offer2","Branch","733.21126","Four-Door Car","Medsize"
"EE53627","Oregon","2242.090803","Basic","High School or Below","09/28/2015","Disabled","M","12131","Single","64","Personal Auto","Offer3","Call Center","251.44949","Four-Door Car","Medsize"
"XY39691","Arizona","4157.698118","Basic","High School or Below","09/03/2015","Unemployed","F","0","Married","110","Personal Auto","Offer1","Web","528","SUV","Medsize"
"ZU96776","California","6189.122455","Extended","Bachelor","08/01/2015","Unemployed","M","0","Single","90","Personal Auto","Offer1","Call Center","648","Two-Door Car","Large"
"FF84784","California","5643.724704","Basic","College","09/10/2015","Employed","M","33317","Married","72","Personal Auto","Offer1","Agent","345.6","Two-Door Car","Medsize"
"QT90140","Arizona","5332.462694","Basic","Doctor","09/22/2015","Employed","F","68931","Married","66","Personal Auto","Offer2","Branch","309.577946","Four-Door Car","Medsize"
"TO71844","Oregon","2121.313061","Basic","College","09/26/2015","Unemployed","M","0","Single","67","Personal Auto","Offer4","Branch","321.6","Four-Door Car","Large"
"HV69023","California","8281.740124","Basic","High School or Below","08/05/2015","Medical Leave","F","19189","Married","108","Personal Auto","Offer2","Web","518.4","SUV","Large"
"RE32481","California","7835.929299","Basic","Master","08/20/2015","Employed","F","49390","Married","195","Personal Auto","Offer4","Call Center","738.05105","Luxury Car","Medsize"
"CA79988","Oregon","2552.913868","Basic","College","09/06/2015","Employed","M","33124","Single","67","Personal Auto","Offer1","Call Center","80.119997","Four-Door Car","Large"
"DO48071","California","2795.410029","Basic","College","08/31/2015","Employed","F","40516","Married","70","Personal Auto","Offer2","Web","137.168874","Two-Door Car","Small"
"MW48891","Washington","8007.399376","Basic","High School or Below","08/02/2015","Unemployed","F","0","Divorced","112","Personal Auto","Offer1","Web","537.6","Sports Car","Medsize"
"JC37277","Oregon","6886.324494","Extended","College","08/06/2015","Employed","M","34615","Married","87","Personal Auto","Offer1","Agent","417.6","Four-Door Car","Medsize"
"YU80673","California","5106.781547","Basic","College","09/07/2015","Disabled","F","29894","Married","72","Personal Auto","Offer3","Agent","16.510134","Four-Door Car","Large"
"BV69462","Oregon","5612.375586","Extended","Bachelor","09/07/2015","Unemployed","F","0","Single","79","Corporate Auto","Offer1","Branch","379.2","Two-Door Car","Medsize"
"DW86238","Washington","5658.912313","Extended","High School or Below","08/30/2015","Unemployed","M","0","Single","84","Personal Auto","Offer3","Web","847.490817","Four-Door Car","Medsize"
"BQ51616","Oregon","7263.599744","Basic","High School or Below","09/22/2015","Employed","F","86732","Married","180","Personal Auto","Offer1","Call Center","204.373113","Luxury SUV","Medsize"
"XX89213","Nevada","8712.157741","Extended","Master","08/21/2015","Employed","F","68516","Married","216","Corporate Auto","Offer2","Branch","95.693949","Luxury SUV","Medsize"
"JC96695","California","9198.685111","Basic","Doctor","08/10/2015","Employed","M","31562","Married","115","Personal Auto","Offer1","Call Center","552","SUV","Medsize"
"RN55306","Oregon","5162.370678","Basic","High School or Below","08/10/2015","Unemployed","F","0","Single","74","Personal Auto","Offer1","Agent","582.420512","Four-Door Car","Medsize"
"WH36609","Arizona","6289.946999","Extended","Bachelor","08/05/2015","Employed","F","24477","Married","79","Personal Auto","Offer4","Call Center","379.2","Four-Door Car","Small"
"UO43395","Oregon","3649.708655","Basic","Master","08/31/2015","Unemployed","M","0","Single","100","Personal Auto","Offer1","Agent","480","SUV","Medsize"
"DS32060","California","6766.558551","Extended","College","09/24/2015","Employed","M","20046","Married","87","Personal Auto","Offer3","Web","417.6","Two-Door Car","Medsize"
"LK51056","Arizona","4631.011293","Basic","Bachelor","08/12/2015","Employed","M","78152","Married","114","Corporate Auto","Offer4","Branch","547.2","SUV","Medsize"
"PX71218","Arizona","6810.52531","Basic","Bachelor","08/14/2015","Unemployed","M","0","Married","65","Personal Auto","Offer4","Branch","733.522405","Four-Door Car","Large"
"NS19456","Oregon","9378.634228","Basic","College","08/07/2015","Employed","F","36067","Married","117","Personal Auto","Offer2","Branch","561.6","Sports Car","Large"
"MR60878","Oregon","15762.53198","Basic","Bachelor","09/15/2015","Employed","F","44362","Married","66","Corporate Auto","Offer2","Call Center","142.113373","Four-Door Car","Small"
"MB32944","Nevada","2635.505781","Basic","Master","08/06/2015","Employed","M","77350","Divorced","66","Personal Auto","Offer4","Branch","316.8","Four-Door Car","Medsize"
"FE70473","Oregon","5741.72743","Basic","College","08/29/2015","Employed","F","86641","Married","71","Personal Auto","Offer4","Branch","161.752532","Two-Door Car","Small"
"XB64251","Oregon","8414.942855","Basic","College","08/27/2015","Employed","M","72258","Married","105","Personal Auto","Offer1","Branch","12.497538","SUV","Medsize"
"WI38796","Oregon","9123.911266","Basic","Bachelor","08/03/2015","Employed","M","70737","Married","114","Corporate Auto","Offer4","Web","741.655597","SUV","Medsize"
"KS12294","California","15994.008","Premium","Bachelor","09/16/2015","Unemployed","M","0","Single","159","Personal Auto","Offer1","Web","1410.16929","SUV","Medsize"
"US89453","California","9022.08313","Extended","College","08/10/2015","Unemployed","M","0","Single","125","Personal Auto","Offer1","Branch","988.535078","SUV","Large"
"XK39439","California","4759.664624","Extended","College","08/24/2015","Unemployed","M","0","Single","81","Personal Auto","Offer1","Agent","388.8","Four-Door Car","Medsize"
"VJ71087","Arizona","3993.882994","Basic","Bachelor","08/09/2015","Disabled","M","17672","Divorced","110","Personal Auto","Offer3","Branch","792","SUV","Medsize"
"FM54600","Washington","18853.73945","Premium","High School or Below","08/14/2015","Unemployed","F","0","Single","173","Corporate Auto","Offer2","Branch","1245.6","SUV","Medsize"
"UV43859","Oregon","8840.193762","Basic","High School or Below","08/22/2015","Employed","F","47297","Married","115","Personal Auto","Offer2","Web","796.130111","SUV","Medsize"
"JP28293","California","6696.903521","Extended","Doctor","08/09/2015","Employed","F","57240","Married","83","Corporate Auto","Offer2","Call Center","83.652384","Four-Door Car","Medsize"
"UV48189","California","8476.082867","Basic","Bachelor","08/22/2015","Employed","M","28181","Married","109","Personal Auto","Offer3","Call Center","523.2","SUV","Medsize"
"ZA34848","Arizona","5205.748188","Basic","Bachelor","08/26/2015","Employed","F","31275","Divorced","66","Personal Auto","Offer2","Agent","316.8","Two-Door Car","Medsize"
"FA57012","California","6141.961623","Basic","College","09/17/2015","Unemployed","M","0","Single","182","Special Auto","Offer3","Branch","1310.4","Luxury Car","Small"
"GU82757","California","4376.363592","Premium","Bachelor","09/28/2015","Employed","F","63774","Divorced","111","Corporate Auto","Offer2","Agent","60.036683","Four-Door Car","Medsize"
"KW12214","Oregon","12375.02163","Basic","High School or Below","08/05/2015","Employed","M","78441","Married","103","Personal Auto","Offer2","Branch","613.866905","SUV","Medsize"
"EG97649","Oregon","3451.10244","Basic","College","08/31/2015","Unemployed","F","0","Divorced","104","Personal Auto","Offer1","Branch","499.2","SUV","Small"
"YB42706","Nevada","8107.26533","Extended","College","08/23/2015","Unemployed","M","0","Married","76","Corporate Auto","Offer3","Branch","364.8","Two-Door Car","Small"
"WV74449","Washington","8662.048958","Basic","College","09/12/2015","Unemployed","F","0","Married","117","Personal Auto","Offer3","Call Center","511.422666","SUV","Medsize"
"AZ77669","Oregon","8696.907111","Basic","High School or Below","09/01/2015","Employed","M","91423","Married","109","Personal Auto","Offer1","Web","435.796252","SUV","Medsize"
"FM25704","Oregon","2535.266473","Basic","Bachelor","09/26/2015","Employed","M","86933","Married","63","Corporate Auto","Offer3","Agent","269.563038","Two-Door Car","Large"
"UR34922","California","5633.741543","Basic","Doctor","09/02/2015","Employed","M","65255","Divorced","72","Personal Auto","Offer1","Agent","321.457124","Four-Door Car","Small"
"RA17555","Oregon","5176.730072","Basic","High School or Below","09/07/2015","Employed","M","41533","Married","65","Corporate Auto","Offer3","Agent","232.879766","Four-Door Car","Medsize"
"AW71157","California","5531.723723","Basic","College","08/16/2015","Employed","M","50097","Divorced","71","Personal Auto","Offer3","Web","17.484679","Four-Door Car","Medsize"
"IN91592","California","2810.671023","Basic","Bachelor","09/28/2015","Employed","F","73858","Married","72","Personal Auto","Offer4","Agent","422.59237","Four-Door Car","Medsize"
"WX37953","Oregon","2780.729047","Basic","College","09/22/2015","Employed","F","94943","Married","69","Personal Auto","Offer2","Web","387.545055","Four-Door Car","Medsize"
"NL85206","California","2572.452634","Basic","College","09/21/2015","Employed","F","72685","Married","68","Personal Auto","Offer4","Branch","14.464783","Four-Door Car","Medsize"
"PR23514","California","7664.219255","Basic","College","08/23/2015","Employed","M","60184","Divorced","199","Personal Auto","Offer2","Web","161.61574","Luxury SUV","Medsize"
"XZ23352","California","3839.746159","Basic","High School or Below","09/13/2015","Unemployed","F","0","Single","106","Corporate Auto","Offer4","Call Center","763.2","SUV","Small"
"MX80067","California","2509.268453","Basic","High School or Below","08/08/2015","Employed","M","74045","Single","64","Personal Auto","Offer3","Web","307.2","Four-Door Car","Medsize"
"HR10835","Nevada","14566.09246","Extended","High School or Below","09/11/2015","Employed","M","52564","Married","122","Personal Auto","Offer2","Branch","42.131925","SUV","Medsize"
"FR15942","Washington","3220.775528","Extended","Bachelor","08/06/2015","Medical Leave","M","19098","Married","87","Personal Auto","Offer2","Branch","417.6","Two-Door Car","Medsize"
"GX22886","Arizona","3199.824902","Extended","College","08/25/2015","Employed","M","78784","Married","80","Personal Auto","Offer2","Agent","239.964694","Four-Door Car","Medsize"
"HQ70429","Washington","16045.10952","Basic","College","09/20/2015","Unemployed","F","0","Single","65","Personal Auto","Offer2","Agent","163.046956","Two-Door Car","Medsize"
"YT84266","Oregon","4918.916267","Basic","College","09/17/2015","Employed","M","29256","Married","63","Personal Auto","Offer4","Branch","302.4","Four-Door Car","Medsize"
